logFC	logCPM	F	PValue	FDR
TSS2_16128427	-2.30246501638567	7.55695702808653	95.5744959741078	9.11933871261458e-16	3.8895906230156e-13
TSS2_14872322	2.57713989246719	6.16412188197678	94.6780687589834	1.1352575990543e-15	4.77486192668908e-13
TSS1_11454924	2.2781872906438	8.82888840024133	94.1432407953363	1.29442559651905e-15	5.36973840265567e-13
TSS3_3130072	2.81539202588282	6.22043016251628	92.5680766230254	1.90937453569873e-15	7.81372825196819e-13
TSS2_2055552	-3.41144981693955	13.1759118737138	92.223620203878	2.0797258766219e-15	8.39737849623211e-13
TSS1_26608307	2.29461789905318	8.42139689505316	92.1623148109753	2.11163692808222e-15	8.41403961751497e-13
TSS2_9713964	5.25084565240888	3.30609090377661	92.2463164274141	3.17020158064762e-15	1.2467949930747e-12
TSS2_2141627	-2.43485049024439	8.50577363881874	90.0554853166535	3.57507070278151e-15	1.36760812969986e-12
TSS3_22178796	2.740459686681	4.98892993424309	90.0308865219434	3.59725017049673e-15	1.36760812969986e-12
TSS1_20504920	-3.13681859213444	3.92565766285315	90.4191957209192	3.61287357183861e-15	1.36760812969986e-12
TSS1_11684687	2.26119114841098	8.88315798321237	89.7680281870797	3.84322976143148e-15	1.43684601068431e-12
TSS3_729454	-2.29894858575381	7.88352600155462	89.4080713323607	4.2082655455291e-15	1.55413299408851e-12
TSS3_9709953	-2.95442182161526	4.08897619449243	89.2363000072079	4.39477487455475e-15	1.58577443929852e-12
TSS3_1136288	-2.44735485022792	5.68707434048536	89.6307809636074	4.40010320106147e-15	1.58577443929852e-12
TSS3_16386444	-2.15983810392639	8.81863842005757	89.1859428620332	4.45103943930172e-15	1.58577443929852e-12
TSS5_5184798	2.88460536540724	5.25240873116786	88.1002516044074	5.86089928878011e-15	2.06378619955963e-12
TSS5_1550263	3.86137282246714	7.22582775484695	87.8622323240183	6.22677375872551e-15	2.16741827282166e-12
TSS5_19949191	2.28411673897271	8.21592408329397	87.1145105002971	7.53554486492275e-15	2.59316937664154e-12
TSS1_4351777	9.12872871921241	3.00088527645669	87.3469733477976	7.82807230616379e-15	2.66356756907369e-12
TSS5_19062793	-3.11216626766258	3.94127092746689	86.4571263889324	9.81836333581661e-15	3.30366107665038e-12
TSS5_18702030	2.43552025525944	7.05135871818309	85.5353622547992	1.13052177444025e-14	3.7621528456455e-12
TSS4_14304973	-2.37457539619236	5.4048915956542	85.4474727716767	1.15646189664691e-14	3.8066451756694e-12
TSS5_3335097	2.31596306398965	7.81546076605667	85.339991085278	1.18901381266586e-14	3.87171024612477e-12
TSS5_26349970	2.37214790344217	6.51347748446145	85.2931422555064	1.20349426629435e-14	3.87717200704169e-12
TSS3_7528187	-2.9531416578412	8.50128095389688	84.9440550142246	1.31723188372995e-14	4.1556186766854e-12
TSS2_15028194	2.47627831763544	6.71344068997412	84.9436478335333	1.31737077885876e-14	4.1556186766854e-12
TSS5_2202386	-2.19250795753903	8.2585655598158	83.8582350018923	1.74648417985325e-14	5.45245158953568e-12
TSS5_24252138	3.20475845027871	5.41497075892017	83.7964878860904	1.77482110463029e-14	5.48437831750194e-12
TSS3_20178970	-2.07319463578983	7.81185834951819	83.1795717389308	2.08512221886656e-14	6.37815718726626e-12
TSS1_18269399	-2.28718024746532	6.50239536613249	83.0784392321218	2.14105310959266e-14	6.48375113177946e-12
TSS1_28485955	2.21025511393442	8.5815833641913	82.5719115637451	2.44517257651903e-14	7.33140209254712e-12
TSS4_13860689	2.34139444642404	6.92801105955786	82.3891975670207	2.56542459441429e-14	7.61654441104392e-12
TSS1_17123821	-2.79170189425019	4.1194305946823	83.1509067870224	2.77600797096555e-14	8.16173294997571e-12
TSS5_16378881	2.16390477798642	9.44272273574303	81.7618367955089	3.02636711709197e-14	8.81225725066308e-12
TSS3_5592620	-2.2811554214423	8.02267428380551	81.9703282480199	3.13365292180957e-14	9.03775346963422e-12
TSS3_6055550	2.53663659595413	6.0202816934879	81.3511524786437	3.37322267147807e-14	9.63691529814814e-12
TSS2_19272293	-2.08634385477304	6.54438607081551	80.5469993898351	4.17497543760491e-14	1.18159608576626e-11
TSS1_13225272	-2.43570628097801	5.13596123067102	80.4905762541108	4.23807522127953e-14	1.18834844375933e-11
TSS5_13434122	-2.64419514059765	4.57008766904406	81.448248299308	4.31247345812161e-14	1.19811590580089e-11
TSS2_13020152	-2.06699653921983	8.70823245784206	80.2844682868361	4.47698047828257e-14	1.23251272567119e-11
TSS3_11194888	-4.18730400325088	3.4028037396912	81.1415431997847	4.67087427247069e-14	1.27430707741649e-11
TSS5_5783722	2.82746307928195	5.77415254505097	79.7612287310197	5.14731815405804e-14	1.39175210410125e-11
TSS5_17798366	-2.14899838303141	6.1432155578366	79.20766753644	5.96895129709483e-14	1.59962612504356e-11
TSS3_22129612	2.52865019537684	5.1993253728033	78.8136504653751	6.63452961252423e-14	1.75677446875364e-11
TSS3_18190091	-4.7758401119536	2.91144920384933	78.7930384113479	6.67136888375221e-14	1.75677446875364e-11
TSS1_6443014	2.97770312275838	4.26467489938264	80.0867395666732	6.74150026513539e-14	1.75993838387151e-11
TSS2_10622396	-3.83579396838317	2.95333206178781	79.6293939271041	6.9390036596933e-14	1.79601579338882e-11
TSS3_22412512	2.52746344692723	5.19683673054156	78.5962655611984	7.03376374852962e-14	1.80511413217562e-11
TSS5_1568694	-3.09579388369563	5.5847739260263	78.8104983897396	7.23155959863038e-14	1.84027999433045e-11
TSS1_3919272	-3.02834419080379	3.7922297080645	79.0331834767016	7.43309138393613e-14	1.87580255316448e-11
TSS5_13902964	2.27347689875086	6.47165193051709	78.2805737395794	7.657762802933e-14	1.91652918149769e-11
TSS1_6489231	2.1913563028532	8.06681066780676	78.0948524721235	8.05103688882507e-14	1.99843893528106e-11
TSS2_18973307	2.16451015384348	7.38236502993311	77.8972822644037	8.49212849212196e-14	2.09078965143845e-11
TSS2_7697436	-2.26970782643383	5.37512640663656	77.3425071034944	9.86764272837165e-14	2.40985342534902e-11
TSS1_17285669	-2.12332971578107	8.3568839581543	77.2943582062745	9.99729139655221e-14	2.42198380289432e-11
TSS2_1800389	-2.15733208051943	8.58960652246235	77.3618191757923	1.06684062098076e-13	2.56405829564765e-11
TSS1_1702746	2.011323472841	8.16165303163161	76.5695067510355	1.21738643313815e-13	2.90284357123801e-11
TSS2_14990929	2.07986575117158	6.51718378453581	76.5249960444443	1.23223647700272e-13	2.91529822133386e-11
TSS2_8471582	2.1455445790762	6.99115549021608	76.4022443545097	1.27415737719663e-13	2.96992905483699e-11
TSS2_9005284	4.28375927065939	3.5057865094937	76.3999855511958	1.27494230138628e-13	2.96992905483699e-11
TSS4_11191103	2.2697930151109	6.05126765175662	76.0860900875225	1.38897479277356e-13	3.21086440072991e-11
TSS5_3261162	2.91652440302607	4.90149998636771	75.8809486186623	1.46908713551993e-13	3.37033073673865e-11
TSS4_4824622	1.97160698140805	8.48968918598344	75.5594946571659	1.73907724009203e-13	3.95973504223361e-11
TSS5_18926972	2.47641554401019	5.78216996443634	75.2093377752819	1.76601825530631e-13	3.99106946458514e-11
TSS1_7610398	2.25461579962043	7.00791128833774	75.0232104239606	1.85870680634809e-13	4.16942357160291e-11
TSS1_27935533	2.61490916755725	4.62098450766414	74.831347995785	2.12195978239941e-13	4.72494912429421e-11
TSS1_26930330	2.27769956815472	5.69189424560433	74.1870806478243	2.34061172330204e-13	5.17377699392376e-11
TSS2_7731143	2.0513178189366	8.1680807773155	74.0759999404749	2.41362512025003e-13	5.29650793598055e-11
TSS4_7434199	-3.16116087805237	3.44955873575799	75.1648706767503	2.4820898267898e-13	5.40756303774643e-11
TSS2_6399621	-2.19774675104327	5.55455305429003	73.9152192572597	2.52345518556312e-13	5.458413813172e-11
TSS1_11671646	3.23416678823204	4.00230006860508	73.8533920499018	2.56703869959038e-13	5.51330730068762e-11
TSS4_12249159	-2.22658647387602	5.29422703573783	73.7552391562339	2.63781653503911e-13	5.62542240356264e-11
TSS2_19245676	-2.59040411674311	4.86034265795783	73.4345862478787	2.88326434171714e-13	6.10586671749792e-11
TSS5_22944962	2.05802882704502	8.99688850830248	73.4088170101798	2.90397684533075e-13	6.10702297271883e-11
TSS3_2617768	2.03008838353084	7.45123675111754	72.6823548439836	3.55499831613311e-13	7.42455269016959e-11
TSS2_151729	2.79660837545076	4.44408010706052	72.9243361397004	3.58887770275897e-13	7.44397147072945e-11
TSS3_11383958	-2.21331161075819	5.56948345751203	72.577695497049	3.66040008166089e-13	7.5406731750297e-11
TSS5_7426312	-4.88495163933276	2.31148835843475	73.3688052106876	3.71973699160267e-13	7.61113481869619e-11
TSS5_5609418	2.21300849121833	6.60875560033555	72.3561846264538	3.89415242780096e-13	7.91453811886553e-11
TSS5_707253	2.4624534032868	5.23030673209752	72.3238911876588	3.92948388426127e-13	7.93310403113894e-11
TSS3_10129937	1.97907850236212	8.19294549220745	72.1813875774988	4.08935241901822e-13	8.20118273543899e-11
TSS5_6254624	2.35785811193428	5.30081716285009	72.0533927550185	4.23861209009554e-13	8.44459802133968e-11
TSS4_9646531	2.20704419177077	5.77962672519082	71.7702733930268	4.58888501416059e-13	9.08269312966178e-11
TSS3_6809609	3.03013792122893	4.8405652970668	71.6921566682163	4.69064598706187e-13	9.22382028741523e-11
TSS4_1580120	-2.14185220948323	5.93532960651985	71.3834602262852	5.11589280470418e-13	9.99513430999076e-11
TSS2_18670019	2.47090922449568	4.69698835339123	72.0338229232352	5.36789602587728e-13	1.04202561122847e-10
TSS3_22280675	-4.19833702633862	2.4676190740082	71.9841527300836	5.89106396470935e-13	1.13629993658149e-10
TSS5_25379328	2.07092823861858	8.27273607887334	70.4574128351413	6.64403118537342e-13	1.27342529358648e-10
TSS1_17960904	2.78434503426243	4.67516342472133	70.3945820204488	6.7632849569406e-13	1.28592615178585e-10
TSS5_26501911	1.9827092604874	7.90041345428307	70.3784886880887	6.79418103509349e-13	1.28592615178585e-10
TSS3_17494873	-1.9167703391059	11.4369508962832	70.1393887667803	7.27059387986662e-13	1.36754903393789e-10
TSS2_18071065	-2.42464109707722	5.46209375287259	70.0015200937826	7.56069913112495e-13	1.41333735671517e-10
TSS5_24667893	-2.87190754403828	3.56269417246516	70.4356014760451	7.75199985839755e-13	1.44020743381505e-10
TSS4_14472227	2.24467298534904	5.70047509839884	69.7646914339582	8.08697462757254e-13	1.49327958930963e-10
TSS1_7238800	2.47356835880752	5.23534358672692	69.5711154866532	8.54488553475507e-13	1.56827132514538e-10
TSS2_10737654	2.09454712100311	6.4563632664766	69.7663345718253	8.6910259978314e-13	1.58548397766463e-10
TSS4_10390869	-2.01918176675612	6.0047041099388	69.4352144983676	8.88213737182203e-13	1.61064530557417e-10
TSS5_25668280	-1.9625686559215	8.00241034817822	69.1540045315799	9.62389598108215e-13	1.73476453568518e-10
TSS2_16237099	-2.47767464399584	7.61671664039438	68.9568186099911	1.01815606577858e-12	1.82442722721733e-10
TSS4_17376231	-2.4832216264925	5.45267827476415	69.1193323205915	1.04410017860383e-12	1.85991092403881e-10
TSS3_45606	-2.04887327832342	6.09849539603985	68.8149210554299	1.06032259403385e-12	1.87776310614778e-10
TSS4_14555167	2.18129148421928	5.69749626980855	68.7629807991242	1.07620020244843e-12	1.89480062388058e-10
TSS4_17080786	1.93427295429518	9.33797510579222	68.509817852327	1.15714323050019e-12	2.01776487781925e-10
TSS4_9280081	-2.04842103794494	7.33032999910099	68.5031211623013	1.15936693438745e-12	2.01776487781925e-10
TSS2_16850487	2.14142004167974	6.40145336094376	68.2496826000495	1.2468174782373e-12	2.15756421105486e-10
TSS2_17701631	2.01175389438312	7.2425602309779	68.396668577908	1.28271536487065e-12	2.20160577441661e-10
TSS2_12655607	2.54475783618663	5.65977774605612	68.1397851871352	1.28680851326401e-12	2.20160577441661e-10
TSS4_14672862	-1.96939694060367	7.36108734316199	67.9863441407167	1.34485077962303e-12	2.28798405389463e-10
TSS4_12346056	2.37466965936216	5.15936605649929	67.9431786664712	1.36165675754869e-12	2.30363416697469e-10
TSS2_19242519	2.84034796407032	4.08757173346014	67.8894662602342	1.48293382503727e-12	2.4948713902002e-10
TSS3_2561788	2.5287846806504	4.78290967949608	67.5729959536697	1.51490359912261e-12	2.52946742508556e-10
TSS4_12623540	2.06882306309171	6.01055660147541	67.5608901550612	1.52020298968257e-12	2.52946742508556e-10
TSS5_6539975	2.10832511151101	6.72220572420888	67.5139612612276	1.54092627955627e-12	2.54993827998922e-10
TSS3_2161879	-2.03832865145327	8.524880094011	67.3320165578225	1.62404129229419e-12	2.66588509663016e-10
TSS2_19392566	-2.15377113466212	5.15450425785466	67.3223159326993	1.62859935566681e-12	2.66588509663016e-10
TSS1_7065494	2.61975088547939	5.01952582063875	67.11221128352	1.7305987078452e-12	2.81761939084281e-10
TSS5_23337850	-2.95541142691303	3.36967480078878	67.9899057052161	1.78977793508476e-12	2.89838744428727e-10
TSS1_5023452	2.93286203853702	4.294062127947	66.9050612580464	1.83756766648055e-12	2.95995008744843e-10
TSS1_26210621	2.74161622817546	4.04496510509253	67.4976057149448	1.9124651373452e-12	3.06429533091136e-10
TSS5_4432498	1.92634366532441	6.6397975601927	66.1976274921035	2.25665692993868e-12	3.59675483207016e-10
TSS5_4690432	-1.91582168120843	11.1495799010825	66.1606943525988	2.2810515159408e-12	3.6166012071851e-10
TSS1_4020918	-1.9594658579507	9.06252825573845	66.1226871747228	2.30643721852266e-12	3.63569086587712e-10
TSS4_5194684	2.035456397148	6.23199677638411	66.1068458000254	2.31710311763789e-12	3.63569086587712e-10
TSS5_24462532	2.40873152769538	5.86346744779029	66.0317800937731	2.36833454301016e-12	3.6969213899988e-10
TSS2_13864597	-2.14672920634076	9.245772220551	65.910385503022	2.45364959483527e-12	3.810454906687e-10
TSS3_2825088	-2.07237429623949	6.53627391662842	65.6294483306994	2.66335498255376e-12	4.11501933350385e-10
TSS2_9354932	-2.04834252626306	5.69841998017837	65.412461182004	2.83781362534275e-12	4.36231015310937e-10
TSS1_18286972	-2.08295730504795	8.32606841454612	65.3499922406383	2.89017471676292e-12	4.42036166402684e-10
TSS2_11173139	-2.06046357713024	5.6903319524286	65.3233213375575	2.91283014956441e-12	4.43262489544015e-10
TSS1_37853	-2.74407956487625	4.16839108046161	65.275145357416	2.9542144241125e-12	4.47312377026994e-10
TSS5_2671721	5.29651269547702	2.99109310747839	65.1956854357263	3.02379096651379e-12	4.5556946188526e-10
TSS1_10618896	2.09881035716293	7.50766767663728	65.1394146306274	3.0740745712784e-12	4.60852476445663e-10
TSS1_3363445	2.42534085062101	5.58204951784742	64.6309531758484	3.56909743520248e-12	5.32428461232694e-10
TSS4_11439354	-2.79182767681849	4.96494376067535	64.541397764507	3.66439545729399e-12	5.43965135457029e-10
TSS3_7655945	-2.17805660066889	7.27272871667679	64.4861302922586	3.72450179073875e-12	5.50190671848496e-10
TSS3_19980958	2.24288984497604	5.82725855657718	64.4678914833682	3.74455802187794e-12	5.50468206682183e-10
TSS1_29985328	1.851222917856	7.71745613382547	64.2209648700918	4.02722333544024e-12	5.875841113494e-10
TSS3_8680820	2.02560854835623	5.81321199037816	64.2076098084453	4.04311954897542e-12	5.875841113494e-10
TSS1_21377667	-1.82413987210383	8.56662572516946	64.1974561575392	4.05524813499404e-12	5.875841113494e-10
TSS2_10753147	-2.6490793100547	3.69996807285031	64.9877839373324	4.20866378312661e-12	6.06909358782968e-10
TSS3_16448764	-2.58364254659315	4.36444758894656	64.1832906066654	4.63939249598362e-12	6.65851767563375e-10
TSS2_1040551	4.01774808145479	3.16482515512667	63.9101380752122	5.02527950859555e-12	7.17832732824524e-10
TSS1_21676530	-1.87245220413262	8.8122896909439	63.3397968566556	5.22661454494057e-12	7.430871749504e-10
TSS1_2538238	-1.94088028968593	9.16387851833729	62.7780457020435	6.17660058808985e-12	8.74046708453854e-10
TSS4_7314970	2.66602116579834	4.13642707580288	63.2752273894961	6.46412973292459e-12	9.10480189312351e-10
TSS1_27265669	1.99844192363755	9.46715799070921	62.5490482642115	6.61295539674903e-12	9.23049789517578e-10
TSS3_18559106	2.02754419328596	6.60180462926403	62.5483507478066	6.61433161593351e-12	9.23049789517578e-10
TSS3_3399738	-1.91123408889853	7.93555714220422	62.4668484097645	6.77717204852562e-12	9.41436243786703e-10
TSS3_39007	2.912467919414	4.02015324686646	62.4838572895911	7.17633670573058e-12	9.91906331566549e-10
TSS5_9828238	1.91049336422076	7.92759639326127	62.2614453721682	7.20600313524554e-12	9.91906331566549e-10
TSS1_22339660	2.04597923415541	6.31461093691468	62.1689561853224	7.40806598143785e-12	1.01510616342028e-09
TSS1_29502582	2.58730661044259	5.48000424892461	62.136961633498	7.47930661135541e-12	1.02025154104358e-09
TSS1_9054601	2.37762648384089	4.71771230338405	61.9931087895674	7.80837908123538e-12	1.06036387317063e-09
TSS2_10831617	-2.11497948652209	4.84885630843179	61.967773439448	7.86785163284111e-12	1.06367031695235e-09
TSS4_1068974	-2.0286748715702	5.80245504969996	61.8537945437122	8.14119285905445e-12	1.09573219266998e-09
TSS2_7130685	2.02617607099413	6.80523674137503	61.8001097474131	8.27328475790618e-12	1.10858355010475e-09
TSS1_29903452	-2.03209281297155	6.66905663015448	61.7717499173964	8.3439472776059e-12	1.11312667580502e-09
TSS1_6378575	-2.04755720097787	6.91143347351778	61.6349985994672	8.69344907708522e-12	1.15466543158496e-09
TSS2_19005532	-2.16406090150078	8.69523717479728	61.5671781651533	8.87230074711325e-12	1.17327460054511e-09
TSS1_477129	3.10621788444112	4.82878218626481	61.3260922644151	9.53912492048645e-12	1.25597095637866e-09
TSS1_10571337	2.06249701678023	6.4226560785186	61.234460734652	9.80582581917181e-12	1.28549707048476e-09
TSS5_17072189	1.88178184926569	6.57757346460285	61.0680362277993	1.09511698126546e-11	1.42945808377854e-09
TSS1_7626335	-1.78024699053942	7.7393439635156	60.8330199574701	1.10672353238756e-11	1.43840810005547e-09
TSS1_2126783	-3.82117201393963	2.44409154302587	61.1781347858168	1.27811863976931e-11	1.65407122940743e-09
TSS4_729892	-1.75913918414808	7.5115999472152	60.1915124216022	1.34377378632248e-11	1.73163836473207e-09
TSS3_3624926	-1.78528603451899	9.22442232983216	60.106359203604	1.37893114798489e-11	1.76941406586552e-09
TSS1_23795050	1.83404554817853	7.43589197929722	60.0064384611728	1.42138802270157e-11	1.80907107135508e-09
TSS3_5096163	3.00776977803676	4.68801842098539	60.0055204739048	1.42178421881091e-11	1.80907107135508e-09
TSS5_22397641	-1.96331275480928	5.86275687101678	59.9116437401765	1.4629030631584e-11	1.8415489043116e-09
TSS3_2890228	-1.99982310214973	9.47987880222733	59.9068645890106	1.46502862780536e-11	1.8415489043116e-09
TSS3_19063547	2.18456916137567	5.86348789748549	59.9056876305858	1.46555257385033e-11	1.8415489043116e-09
TSS5_3644601	-1.82270690278894	7.74806969464436	59.8373700789069	1.49629628913988e-11	1.8724107654555e-09
TSS4_18217339	-1.72997851000607	8.80124957025862	59.7883966574734	1.51874023130248e-11	1.89258378007792e-09
TSS2_11713387	-3.96859966903437	9.88584186149445	59.775049839387	1.52491642947863e-11	1.89258378007792e-09
TSS5_21138860	2.59779304212492	4.60754301357851	59.7577960506719	1.53293865930433e-11	1.89477475182502e-09
TSS3_5433819	-1.83956923420546	6.05158421897697	59.4703369146377	1.67313234574526e-11	2.05965312301641e-09
TSS4_2718189	-1.87673952777176	7.61977561161008	59.4279918715652	1.69486558287026e-11	2.07466634734763e-09
TSS5_2167660	-1.87234270169933	5.9542459419623	59.4199413650848	1.69902999749765e-11	2.07466634734763e-09
TSS5_7014674	-1.95547735073383	5.44978131289345	59.1793396486763	1.82844287264348e-11	2.22372431776155e-09
TSS4_7011268	1.94721531950046	8.2212137411799	59.144684371779	1.84789688264938e-11	2.23839445189085e-09
TSS1_5204604	4.3858782069723	3.74472817587019	58.9920089389033	1.9361562317169e-11	2.33596092291166e-09
TSS1_10722262	-2.05503586776388	6.82003930263399	59.1416155885418	1.95945983045806e-11	2.34981354703815e-09
TSS1_3064161	1.89820601795716	5.78859459250135	58.9467212435346	1.96315697718407e-11	2.34981354703815e-09
