logFC	logCPM	F	PValue	FDR
TSS2_16850487	2.51063030637816	6.40145336094376	92.445256299316	1.96841517998307e-15	4.62089278259126e-13
TSS5_1629667	-3.62961955027817	3.65529932047794	93.7051755257958	1.99403118188226e-15	4.64501894468774e-13
TSS1_29427936	2.83474787445779	5.67075646042684	92.2612381764388	2.06038930660881e-15	4.76295949404844e-13
TSS2_6399621	-2.50142375822142	5.55455305429003	92.1994105804691	2.09226827780367e-15	4.80001214066125e-13
TSS5_1591903	-2.61221498426102	7.10798017879513	91.9560836517364	2.22270908461166e-15	5.06092475257856e-13
TSS1_10571337	2.53229605529834	6.4226560785186	91.0651820478466	2.77559836942315e-15	6.27264518068965e-13
TSS1_17960904	3.15842326642146	4.67516342472133	90.47004978116	3.22161596296899e-15	7.22668120048815e-13
TSS2_7697436	-2.4867260185997	5.37512640663656	90.2970020667147	3.36459466881019e-15	7.49191326143964e-13
TSS1_17123821	-2.9701564882465	4.1194305946823	91.3581961845573	3.5320289449096e-15	7.80733084224069e-13
TSS3_19980958	2.67410412945482	5.82725855657718	90.044909782271	3.5845889299513e-15	7.866094678675e-13
TSS5_19062793	-3.22029506069926	3.94127092746689	90.3462817805428	3.67920453449552e-15	8.01563675669983e-13
TSS3_3399738	-2.33393817878028	7.93555714220422	89.81759334099	3.7955653388585e-15	8.18297443562985e-13
TSS1_11684687	2.26206055410628	8.88315798321237	89.8024573263238	3.81005645221348e-15	8.18297443562985e-13
TSS5_4432498	2.26189454773544	6.6397975601927	89.7735808259008	3.83785974839232e-15	8.18464132116653e-13
TSS3_1591277	-2.67397900339281	5.21875543844683	89.1646867360636	4.47500972705411e-15	9.46331056211875e-13
TSS2_9005284	4.59751721135622	3.5057865094937	89.1427028124213	4.49993963922035e-15	9.46331056211875e-13
TSS1_29736037	-2.35338142467412	8.50950287726765	89.1102671533722	4.53698152567449e-15	9.47540769255177e-13
TSS3_18190091	-5.66623454378217	2.91144920384933	89.0362025692947	4.62273758265436e-15	9.51610979208644e-13
TSS1_19822150	2.44696245161352	6.4566101500215	89.0353594882341	4.62372323278302e-15	9.51610979208644e-13
TSS5_13434122	-2.82248684864126	4.57008766904406	90.2397968773813	4.65074216302478e-15	9.51610979208644e-13
TSS3_20178970	-2.14436992692936	7.81185834951819	88.4204994254154	5.4030229900845e-15	1.0981190953606e-12
TSS1_6378575	-2.51470256384362	6.91143347351778	87.6007909127048	6.65566544399736e-15	1.33807551592638e-12
TSS3_6511061	-2.5495316131929	5.58678863626493	88.3747957048413	6.67204051464134e-15	1.33807551592638e-12
TSS2_18071065	-2.76556075985563	5.46209375287259	87.2822680881567	7.21929901661248e-15	1.43830284289524e-12
TSS2_19114041	-2.21778185078654	7.25544674514934	87.2551186043338	7.26954383131163e-15	1.43884703165758e-12
TSS5_25379328	2.32080665543889	8.27273607887334	87.0563339051325	7.64849491185547e-15	1.50402189230986e-12
TSS2_10737654	2.36122182813327	6.4563632664766	87.2815350363838	7.95925681362238e-15	1.55402108167952e-12
TSS2_10622396	-4.18204189834098	2.95333206178781	88.0533945128958	8.00539209265941e-15	1.55402108167952e-12
TSS2_7130685	2.4275415581467	6.80523674137503	86.6028969155058	8.59035862034881e-15	1.65394046614807e-12
TSS2_1800389	-2.3000687531128	8.58960652246235	86.9594650519481	8.63845717940396e-15	1.65394046614807e-12
TSS1_17285669	-2.25958730564555	8.3568839581543	86.5606413928129	8.68396572722463e-15	1.65394046614807e-12
TSS1_4020918	-2.26833755582715	9.06252825573845	86.3874051638308	9.07876618509536e-15	1.71832672739527e-12
TSS3_5433819	-2.25942290908152	6.05158421897697	86.3046268648481	9.27385049436083e-15	1.74434791627782e-12
TSS5_25668280	-2.21878666003551	8.00241034817822	86.2389290096876	9.43172936467286e-15	1.76309296512585e-12
TSS2_16460367	-2.47511892364389	5.70055976696517	86.180540642419	9.5743491006148e-15	1.77877309088293e-12
TSS1_7881148	-2.47093291591053	6.47234990089348	86.0177041996373	9.98386068968742e-15	1.84354422723051e-12
TSS5_13902964	2.39059338221256	6.47165193051709	85.9811349689832	1.00782648316605e-14	1.84969753877075e-12
TSS4_11191103	2.42226444716592	6.05126765175662	85.9351209437103	1.01983492647581e-14	1.86046151075103e-12
TSS1_3919272	-3.22661935558563	3.7922297080645	86.6429345333207	1.03271305875911e-14	1.87267362625163e-12
TSS1_29492804	2.68787406211916	7.98101063025146	85.8281388734033	1.04832327997953e-14	1.88966511235834e-12
TSS3_11194888	-4.45113179644351	3.4028037396912	86.9299156938655	1.06110136641693e-14	1.90138063190555e-12
TSS2_19245676	-2.87112821251012	4.86034265795783	85.4953936830962	1.14224370566089e-14	2.03473918461933e-12
TSS2_14863387	-3.0330227941449	10.8742239960731	85.3392886926705	1.18922959348474e-14	2.10604910991219e-12
TSS2_1040551	4.6007180819585	3.16482515512667	85.8720653224595	1.2561695567299e-14	2.21166178409603e-12
TSS1_20962642	-2.2168499234376	9.4551420631794	84.9549629953118	1.31351658533502e-14	2.29926143084974e-12
TSS3_15801200	-2.20222259450585	8.69225655613752	84.8795996751177	1.33940606418518e-14	2.33110539320229e-12
TSS1_2341544	-2.82718010120583	6.53266388934058	84.7110019855402	1.39923079101744e-14	2.42130891682178e-12
TSS5_17798366	-2.23468468417317	6.1432155578366	84.6385351499613	1.42577793470066e-14	2.45322915889433e-12
TSS4_18165740	-2.11180691926818	8.66654926398292	84.6094129887843	1.43659098940858e-14	2.45786920521243e-12
TSS4_12870115	-2.34541250969903	7.11157578594894	84.5401081831231	1.46266241923706e-14	2.47836486467749e-12
TSS1_29903452	-2.42210608279597	6.66905663015448	84.5341179590943	1.46493844988037e-14	2.47836486467749e-12
TSS3_18049628	-2.22996703226303	7.2150786018768	84.4602140773782	1.49331863636713e-14	2.51234268139477e-12
TSS1_27244907	-2.30319874304876	8.02567823078627	84.1420141608884	1.62208241384362e-14	2.71389622864233e-12
TSS1_22339660	2.39101553248766	6.31461093691468	84.0980730716714	1.64073546166369e-14	2.73002153766822e-12
TSS5_24462532	2.7190670224698	5.86346744779029	83.5468380777031	1.89426883265318e-14	3.13465262618778e-12
TSS3_3624926	-2.13169919637118	9.22442232983216	83.467773229334	1.93378827344776e-14	3.18265816765319e-12
TSS3_22280675	-4.93026135707014	2.4676190740082	84.8178441155203	1.99837353485042e-14	3.27117544626353e-12
TSS5_19646677	-3.73203585698826	3.55747551869931	83.5829440945838	2.05756726561404e-14	3.34996287659086e-12
TSS3_4787211	-2.72333960779582	4.65114189038996	82.8384750695196	2.27998651859822e-14	3.69223699158876e-12
TSS5_7426312	-5.70761728552663	2.31148835843475	83.8256384453962	2.33428369820829e-14	3.76005921451285e-12
TSS1_1702746	2.09615905958554	8.16165303163161	82.7237858871574	2.34961228151676e-14	3.76472532916254e-12
TSS1_5755640	-2.23279249180362	7.75313269331404	82.6497914333461	2.39568348844241e-14	3.81834121476324e-12
TSS1_5023452	3.23960414074536	4.294062127947	82.1575661492975	2.72661433770034e-14	4.32303989469002e-12
TSS1_23392848	2.54009626641446	5.54789578924521	81.9860185780772	2.85264061507583e-14	4.49929769512195e-12
TSS5_6539975	2.3300338347723	6.72220572420888	81.6085864248837	3.15132025150365e-14	4.92218123269584e-12
TSS3_22178796	2.60942426578808	4.98892993424309	81.6062509995749	3.15326473316049e-14	4.92218123269584e-12
TSS4_16234170	-2.08249462034958	9.20138876750796	81.5832754583359	3.17245977311111e-14	4.92674868251916e-12
TSS1_15975583	3.54110317241226	3.85726802687769	82.2240200807221	3.21329913789615e-14	4.96471111188312e-12
TSS4_9646531	2.35688144544858	5.77962672519082	81.3299659246236	3.3921822945573e-14	5.21449017391262e-12
TSS4_9178006	-2.5631433190107	9.03149249701779	80.9335156045294	3.76777960796365e-14	5.76260958929106e-12
TSS3_10129937	2.10238659168746	8.19294549220745	80.8204939583536	3.88246062119134e-14	5.90816859253956e-12
TSS1_26930330	2.38231241263337	5.69189424560433	80.7633253841577	3.94182193642274e-14	5.94246214546857e-12
TSS1_9054601	2.71776253603554	4.71771230338405	80.7610131603158	3.94424228523985e-14	5.94246214546857e-12
TSS3_7377115	-2.24811300657757	8.84546288452749	80.6513592327736	4.06078651079309e-14	6.08776227259144e-12
TSS4_12333711	-2.47673970665977	7.06812649125241	80.4730804785457	4.25783875981923e-14	6.3517305991924e-12
TSS1_27935533	2.72166396706612	4.62098450766414	80.776866338233	4.28948939428003e-14	6.36757879053833e-12
TSS5_21138860	3.02873644724964	4.60754301357851	80.3791987420686	4.3655107563343e-14	6.44881766995472e-12
TSS4_7924265	-2.17760291505862	6.5196390732047	80.2523791895704	4.51539641788334e-14	6.63785192828938e-12
TSS2_17765462	2.97975075314638	5.255862817506	80.1276226675593	4.66798212226557e-14	6.82900978785353e-12
TSS4_16708623	-2.35919967282158	6.16608756401518	79.9761438722882	4.86036274976197e-14	7.07626755533854e-12
TSS5_22182971	-2.12223669340272	7.39505587186098	79.927651413096	4.92364749427906e-14	7.13410607986855e-12
TSS1_8483848	3.11410716086877	4.86477202613084	79.9051911752974	4.95324401450454e-14	7.14281373767814e-12
TSS3_16448764	-3.01999478245344	4.36444758894656	80.4536385807343	5.1068734445545e-14	7.32945253656132e-12
TSS2_19615550	2.42449618618312	5.5560732449894	79.7373590568144	5.18024044258285e-14	7.39968025107247e-12
TSS2_8471582	2.19506167525869	6.99115549021608	79.6824192861996	5.2568369722359e-14	7.47384009531548e-12
TSS3_19897942	2.82947886232034	4.47816629178072	79.3423190976509	5.7574908184752e-14	8.14738759139647e-12
TSS4_11439354	-3.30342846024657	4.96494376067535	79.1951129568881	5.9890678764865e-14	8.43567174435538e-12
TSS3_3871716	2.15482795850136	8.25574081196792	78.9674500303338	6.3661345111601e-14	8.89653649862775e-12
TSS3_22412512	2.53453818214841	5.19683673054156	78.9622508687117	6.37502367731804e-14	8.89653649862775e-12
TSS4_18291222	-2.7105581497608	4.83130911259685	79.2499631908609	6.43134524804723e-14	8.93396459388139e-12
TSS5_25217337	-2.23661245215138	6.38294623259648	78.8719434710077	6.53146645996589e-14	8.99766357092663e-12
TSS1_5204604	4.9194841910504	3.74472817587019	78.8690037878474	6.53662446126163e-14	8.99766357092663e-12
TSS1_10149855	-2.08272264797178	8.0263699439122	78.821234764894	6.62102685122761e-14	9.07260435003284e-12
TSS4_729892	-2.03484983712056	7.5115999472152	78.7857793589628	6.6843925134236e-14	9.1181738055859e-12
TSS2_19272293	-2.06044387379579	6.54438607081551	78.5038841592054	7.21078660862051e-14	9.79211887304281e-12
TSS4_7314970	2.99644771884544	4.13642707580288	79.4409194015031	7.2918053012897e-14	9.85793481870339e-12
TSS5_24667893	-3.10815363333719	3.56269417246516	78.9537808909582	7.59143629640091e-14	1.02173984606182e-11
TSS4_16703272	-2.05015769899729	11.1377237586588	77.7189554994139	8.9114663534823e-14	1.19409706009958e-11
TSS2_18910392	-2.46899294461333	6.7627830162122	77.6736871204894	9.02124716163341e-14	1.20348206077421e-11
TSS2_2588277	-2.14363825638271	7.72663133163764	77.6269301108316	9.13609077276811e-14	1.213457179262e-11
TSS2_9354932	-2.25583087533901	5.69841998017837	77.6068286470144	9.18592213789576e-14	1.21474794804322e-11
TSS1_23112911	-3.24430379057149	3.63666532153201	78.2120502515782	9.24819000464329e-14	1.21766494743745e-11
TSS1_10586508	-2.34513019432708	6.18815364442773	77.5316536754648	9.3747570898701e-14	1.22898601278154e-11
TSS5_5609418	2.2960862842258	6.60875560033555	77.4694692920333	9.53395847082584e-14	1.24446924298284e-11
TSS5_10070869	-2.06454129821246	9.35016817661492	77.1142057583508	1.04980344020855e-13	1.35946418876424e-11
TSS3_2754828	-2.36424529237182	5.8113363464251	77.1118582421785	1.05047260895827e-13	1.35946418876424e-11
TSS1_23795050	2.09200385219878	7.43589197929722	77.0142290032162	1.07869204812808e-13	1.3900438848282e-11
TSS1_25693484	2.1010208567109	8.26946939269844	76.9867509489465	1.08677346593776e-13	1.39452376563531e-11
TSS1_3363445	2.63860377803907	5.58204951784742	76.4329491582626	1.26353648130766e-13	1.61450106596793e-11
TSS1_29780688	2.02316154397012	7.76775550585196	76.3829416395931	1.28088095207273e-13	1.62978646519405e-11
TSS1_22301321	2.37710675407432	5.64797441497894	76.2810220132707	1.31698831572699e-13	1.66871787301926e-11
TSS5_5412342	3.75004460286261	3.45114710126649	76.5635978456482	1.32371417531738e-13	1.67025151546401e-11
TSS3_20709571	-1.98275213811854	7.73875903857769	76.1914110537758	1.34959458916565e-13	1.69584120098355e-11
TSS5_4690432	-2.06533088162404	11.1495799010825	76.0918273212014	1.38679963786517e-13	1.73539063774673e-11
TSS2_15980889	-1.9687552802077	8.69528167089911	76.036654820152	1.40786233493305e-13	1.74858835342802e-11
TSS4_12249159	-2.27235450091734	5.29422703573783	76.0339725492087	1.40889462152507e-13	1.74858835342802e-11
TSS1_7238800	2.58821892147877	5.23534358672692	75.9451442396899	1.44352161057062e-13	1.7842516299147e-11
TSS5_19388747	-2.24970437449348	7.309063223684	75.893120401854	1.46420446297369e-13	1.80245950212326e-11
TSS1_20893276	2.23222462612472	6.08595850231636	75.7886995238779	1.50663813399992e-13	1.84718715028015e-11
TSS5_23488748	2.095734658528	8.87815091060725	75.7521016207255	1.52180639769668e-13	1.85826061054228e-11
TSS1_9246787	-2.34275070815664	5.90931842869901	75.6229096596793	1.57661111453306e-13	1.91745037676324e-11
TSS3_2825088	-2.2560586633011	6.53627391662842	75.5325506244719	1.61613858595895e-13	1.9576609919438e-11
TSS4_1068974	-2.27820285873796	5.80245504969996	75.4919576506233	1.63422449117343e-13	1.97168208231893e-11
TSS2_17945775	-2.33933142802912	5.46678932474925	75.7547338371083	1.64897648598597e-13	1.98158551290131e-11
TSS3_45606	-2.16869566263986	6.09849539603985	75.4225765633785	1.66561743375544e-13	1.98930168789358e-11
