logFC	logCPM	F	PValue	FDR
TSS1_25788639	-2.22886848600357	5.12373383319908	67.0842166400366	1.74467415814216e-12	7.33805104597488e-10
TSS1_26468703	8.80905269618591	5.35688367734276	67.2429455395104	1.78534630491952e-12	7.4062523495723e-10
TSS2_6484343	-2.08432762963824	6.95770139452867	66.8929384457102	2.1169551631364e-12	8.66320989260265e-10
TSS4_16054029	-2.47670037862684	6.20026199953381	66.102183444354	2.32025185185619e-12	9.36855824396814e-10
TSS4_16891847	2.14245259093532	5.63051552839852	65.6005347128728	2.68595318822816e-12	1.07024632104097e-09
TSS1_26474746	2.07902297303742	6.72733113343223	64.5595817964948	3.64483701608424e-12	1.4334623293257e-09
TSS1_3931588	2.43455982838204	6.57331371255607	64.6241349684661	3.81753704397891e-12	1.46460775701385e-09
TSS2_9719596	2.28808628339457	4.87967069846475	64.3869997553891	3.83485052840899e-12	1.46460775701385e-09
TSS5_10070869	1.90685516960889	9.35016817661492	64.3568054329474	3.86912196813749e-12	1.46460775701385e-09
TSS5_23346762	4.34926659390819	2.71375095703901	64.0501944530596	4.23539682087001e-12	1.58346323365934e-09
TSS3_11191728	2.73865536308905	7.09220018412633	63.8587609019415	4.48188793316363e-12	1.65518307658529e-09
TSS1_3590571	3.55582296718703	5.69542596331541	63.736542230123	4.6468867105333e-12	1.69544181030217e-09
TSS1_4144942	9.34051938832324	3.03308844598314	63.7669790379647	4.91004263816145e-12	1.77012882394575e-09
TSS4_12876924	3.57108222941423	5.2830092590516	63.4409209461198	5.07216606235631e-12	1.80706358666278e-09
TSS3_19628939	1.80527060725728	9.8592513950774	62.237343286383	7.25811000614919e-12	2.55578308507228e-09
TSS5_9157171	3.28986067316492	4.19441155672809	62.234305321893	7.72905799164953e-12	2.67329435928714e-09
TSS4_16553408	2.6792493892021	5.3650609292998	62.010258953188	7.76838171968657e-12	2.67329435928714e-09
TSS3_6934866	-2.12088588139492	5.7655113011145	61.5093630810215	9.02773705631448e-12	3.07176360984687e-09
TSS5_26425736	1.84426711810224	6.6824781839128	61.4202615168496	9.27276183626531e-12	3.12007829652914e-09
TSS2_6947320	2.49700031865569	5.45058429962601	61.2261808541809	9.83029776517351e-12	3.26193272911975e-09
TSS1_22093020	2.95813620931542	4.2412844339675	61.199434040875	9.9097781289508e-12	3.26193272911975e-09
TSS3_7093443	2.97272248502791	4.19886149536322	60.7963906576998	1.11903007548303e-11	3.64382664256479e-09
TSS5_8589382	2.21442269745379	6.00391182700162	60.5865375039332	1.19228455019231e-11	3.79515458643054e-09
TSS1_30404685	1.87725614822493	8.01785949947334	60.5622675870826	1.20106728617565e-11	3.79515458643054e-09
TSS5_25859245	-3.03099331384787	3.45794179183495	60.7548974836133	1.20310022222809e-11	3.79515458643054e-09
TSS4_12555905	2.03894014898241	9.13271508069909	60.2155907954606	1.33399977003144e-11	4.16469227173835e-09
TSS4_16301279	3.00616519121026	5.76169897693258	59.3663929742683	1.72699749418899e-11	5.31119353260451e-09
TSS1_5471439	1.86164237780399	8.96162059541801	59.3487505659169	1.73631463107303e-11	5.31119353260451e-09
TSS4_13406201	2.22533866595482	7.41195129633675	59.2386303782217	1.79564399977817e-11	5.43774872452824e-09
TSS4_17355888	2.01219983083582	6.25310980420807	58.9728735054061	1.94751822219724e-11	5.83927666562367e-09
TSS3_17306287	4.96339503475805	5.82656148706633	58.1948568989095	2.47223507311119e-11	7.31739578698047e-09
TSS3_6323170	2.30733853636944	6.09304986038458	58.1731030934155	2.48882794326516e-11	7.31739578698047e-09
TSS2_15214273	-1.95657794222122	6.09781068210206	58.0677473339237	2.57081553063629e-11	7.48576987637103e-09
TSS3_20893418	2.01922194611013	7.10660284644031	57.7156331440233	2.86543906630442e-11	8.26419916618064e-09
TSS5_8436376	4.13103837564574	2.66353071279409	57.6131050754813	2.95756069348515e-11	8.44941608309535e-09
TSS1_28218702	2.36390697315883	4.92525581874048	57.4980871308606	3.06451773155236e-11	8.6731579873458e-09
TSS5_18964008	-3.35305135180054	4.02152860560341	57.0334957199597	3.53843039754697e-11	9.89817506780693e-09
TSS1_28746884	1.8770591777843	7.12258988833379	57.0114229093427	3.56272853545209e-11	9.89817506780693e-09
TSS3_18370570	1.76246426883525	8.40436431048581	56.8659760884555	3.72716519869777e-11	1.01545469685825e-08
TSS3_22316534	2.7173982593355	5.37093410591887	56.8597853705137	3.73433403180673e-11	1.01545469685825e-08
TSS1_17285669	2.10723424268254	8.3568839581543	56.8414896169779	3.7556030131798e-11	1.01545469685825e-08
TSS5_7040651	-1.86539378393525	7.03268337495441	56.5104203926233	4.16263166946638e-11	1.11554844996859e-08
TSS1_11672355	2.48632300657027	7.867231996479	56.4547668774016	4.23536236965463e-11	1.12508314596711e-08
TSS1_1829799	2.03464958392392	7.55914560736261	56.3821904226736	4.33216617198145e-11	1.14079120161838e-08
TSS3_2905722	2.08490485936602	4.95713748076263	56.3450158265625	4.3826239855863e-11	1.14412932892681e-08
TSS5_22686834	1.67948806693649	10.3573340257344	55.5807072384684	5.5645511824225e-11	1.43951294471802e-08
TSS1_687328	-2.64551600040837	4.22550832133607	55.5552141637683	5.60917106880846e-11	1.43951294471802e-08
TSS5_26546212	3.2376610342551	3.18403801260101	55.2574475253948	6.15828148231648e-11	1.56715326158815e-08
TSS1_30151042	1.74372989044914	8.69125572417894	55.1792619850571	6.31137785030328e-11	1.59272879533945e-08
TSS5_22196480	-1.86125671840757	6.6950820438846	55.1105174267136	6.44920286381636e-11	1.60301937946843e-08
TSS5_23353902	3.37090647390886	4.06826300594815	55.2729496377387	6.45802477611691e-11	1.60301937946843e-08
TSS1_29926537	1.7195928000061	8.36609016250424	54.9762655666313	6.72730936500853e-11	1.64785745233245e-08
TSS5_22681307	1.68486478151408	10.0393333261452	54.9336608096546	6.81810743884773e-11	1.64785745233245e-08
TSS1_227237	2.44605427867609	8.548094908044	54.9188771817168	6.84990607643925e-11	1.64785745233245e-08
TSS4_13611796	1.91270384819395	8.75248819549375	55.2518298886178	6.85632331651054e-11	1.64785745233245e-08
TSS4_8012086	3.31269041725764	3.16738498883828	54.7856270128745	7.1434558823231e-11	1.70334861798733e-08
TSS1_1702746	1.66157319561453	8.16165303163161	54.5763398820281	7.63074168206956e-11	1.80532617467275e-08
TSS5_26905577	5.64278287915708	5.26928780254404	54.4246794022757	8.00500023826158e-11	1.87918931949826e-08
TSS1_954525	2.19734567083127	6.42987662881027	54.3817472898006	8.11431859505481e-11	1.89019930780034e-08
TSS5_9291975	-1.95925560403048	6.35836022681556	54.2017663615896	8.58948711751565e-11	1.98561403343303e-08
TSS2_16702025	2.11184457760845	5.01642189019563	54.0460529824992	9.02352264203963e-11	2.07014648612793e-08
TSS5_16674496	-2.36764527595301	4.59531203555584	54.0421713671613	9.50473413497863e-11	2.16414935195156e-08
TSS2_13373600	1.71279762804995	7.90261705733941	53.8266813352661	9.67338748927443e-11	2.18571054166812e-08
TSS1_20986947	1.83635078547041	8.55636564803798	53.8038296820854	9.74378110244019e-11	2.18571054166812e-08
TSS4_17197249	2.25533574818193	6.24497559999686	53.4975737607885	1.07394015083381e-10	2.39133305791914e-08
TSS4_8713498	-1.74160668492756	8.2778443151487	53.4325335631428	1.09639120183815e-10	2.42350472739158e-08
TSS4_13607331	1.91717715497839	7.42653763444295	53.3505297753001	1.12538383198868e-10	2.46956511479081e-08
TSS3_20553703	1.64148111025125	9.5739305397268	53.2935003960405	1.14600809464533e-10	2.49673116044205e-08
TSS4_15676405	2.04746413303188	4.82247870564279	53.1066428273671	1.21633369296287e-10	2.63101665885676e-08
TSS1_20456973	1.72447631783992	7.19902217672152	52.9590089440778	1.27500980410034e-10	2.72998303971511e-08
TSS5_5448493	-2.6626991828729	4.36909727438791	52.9451857824656	1.28064993933339e-10	2.72998303971511e-08
TSS2_17495680	2.16476023762223	5.57947975172994	52.9245164500574	1.28913111210666e-10	2.72998303971511e-08
TSS4_10477368	2.11094902881462	7.24830889539039	52.8293047932415	1.32894727652846e-10	2.79475766493829e-08
TSS1_5124819	2.20576619932952	5.51674826691594	52.5351027529305	1.46011492125185e-10	3.04942483863929e-08
TSS3_7395039	3.53875452266422	5.40510777993726	52.2081813869231	1.621500002321e-10	3.36327976508814e-08
TSS5_21801143	-2.08176890521045	4.77093592930895	52.1057435530885	1.67573759185714e-10	3.45213343498025e-08
TSS4_8875920	3.14732143486026	6.40131580717514	52.0033618689898	1.73180137272713e-10	3.54352303853349e-08
TSS4_2525270	-2.07668357079225	6.206002069052	51.7893475750925	1.85527669582354e-10	3.77069424024324e-08
TSS5_20051845	2.48383420637016	4.89984772044066	51.6435536563311	1.9445184787415e-10	3.92572353944858e-08
TSS2_13000284	1.92059520255749	6.56078734421446	51.5364121441667	2.01289115408834e-10	4.03684654432168e-08
TSS5_6833799	3.58792504946585	7.10521155178237	51.1995175905737	2.24434744873794e-10	4.47141932829809e-08
TSS4_8879336	2.66397931135745	3.97830010115307	51.1616782681713	2.27199183189235e-10	4.49691036896705e-08
TSS4_2740562	-1.94412571695214	5.44576136087241	51.0425425055553	2.36132597959653e-10	4.64337887273517e-08
TSS4_8459567	-1.89369131583133	5.97470470395328	50.9225696512949	2.45492311009284e-10	4.7845049654155e-08
TSS5_17526817	-1.62429063410448	7.3509653054827	50.9103181681884	2.46469231781798e-10	4.7845049654155e-08
TSS2_16115265	-1.80268876287107	6.1261718923319	50.6197729378768	2.7084034602211e-10	5.22411350228506e-08
TSS1_7958380	-1.65816095368823	7.35147232799587	50.5586907988167	2.76270100631836e-10	5.2894986413886e-08
TSS3_21384195	2.13911681965942	6.14406652749166	50.54254830301	2.77723568992764e-10	5.2894986413886e-08
TSS4_16944925	1.89723450607029	5.54287834730711	50.459801895203	2.8529782916686e-10	5.39979635041251e-08
TSS1_2437478	1.73144033941459	10.5150578107072	50.2596615549405	3.0450402364861e-10	5.72751263860302e-08
TSS1_7034890	2.92097909387601	6.38321190177521	50.1766270021903	3.12855968627132e-10	5.81537019175247e-08
TSS4_10940760	1.97020287965053	6.96357362666795	50.1750614869363	3.13015665969571e-10	5.81537019175247e-08
TSS3_3012053	2.70759658301831	6.9940413522725	50.0170083041636	3.29575586150546e-10	6.08569358255914e-08
TSS4_4200510	-1.71283266953326	6.96203582114546	49.8063204364727	3.53054278316179e-10	6.47972285469627e-08
TSS5_3377749	-1.91564495883636	5.63837056803245	49.6201090955378	3.75228246240905e-10	6.81878918100859e-08
TSS2_17293772	-1.75108255771755	5.86628742322863	49.6000347116533	3.77702282536752e-10	6.81878918100859e-08
TSS4_16708623	5.64870533149577	6.16608756401518	49.5953364583146	3.78283717732538e-10	6.81878918100859e-08
TSS4_12298945	1.94414535028949	7.12278987737935	49.459729598346	3.95466480867408e-10	7.08633813024126e-08
TSS1_29460325	4.82505127140673	2.12435876373488	49.3843889334017	4.23800655116264e-10	7.54938543463871e-08
TSS4_13571940	-4.80481470893603	6.18203983180867	49.1183813478415	4.42343153666754e-10	7.83361270321071e-08
TSS5_5290211	-1.93943952144231	5.24206292931022	49.0273182819043	4.55784056678557e-10	8.0247142955795e-08
TSS5_6006038	2.00278428092482	5.97331464071896	48.954884936868	4.66773157518401e-10	8.17068874516171e-08
TSS1_7085772	3.48912992035334	5.68671018545708	48.9008273737121	4.75150780143101e-10	8.26953510061698e-08
TSS4_17643586	4.61265310542051	4.18680351659296	48.8542749446472	4.82488517369582e-10	8.34925701228746e-08
TSS4_16950563	2.03608992432818	5.57121803714473	48.5510505411278	5.33207700992097e-10	9.17450500519527e-08
TSS1_5452398	1.85022287368685	7.96100991742857	48.5162034381911	5.39375909324556e-10	9.22820376388447e-08
TSS1_12177772	1.72493958976635	8.28336792924076	48.3959092756389	5.61235651999515e-10	9.54825800533781e-08
TSS5_25537174	4.8519592001421	6.78331917726115	48.0107241967819	6.37527772849844e-10	1.07856165057049e-07
TSS5_21056822	2.05899559776637	4.59373966175981	48.0481647056339	6.57161763377081e-10	1.10560164890823e-07
TSS5_21560726	1.64309119727817	6.69431436018253	47.7024624844271	7.06181881118894e-10	1.18150861358693e-07
TSS4_16773299	4.32004556499374	7.09189791524328	47.6634733934435	7.15388606888447e-10	1.19033588914301e-07
TSS5_24279961	2.83118123690683	6.68045109246411	47.6340546574921	7.22416655908031e-10	1.19546139840781e-07
TSS3_10120659	-2.21583937156524	4.18803862340577	47.4272230255765	7.73864665308738e-10	1.27363824236655e-07
TSS3_22142901	1.80049965681975	6.78413535372481	47.3876756270906	7.84121122607075e-10	1.28354270031946e-07
TSS1_8946628	1.98727564373481	4.99690017512716	47.3169771101057	8.02804434804311e-10	1.30706057522467e-07
TSS5_23842673	-2.07745389569834	4.58991243812003	47.2872940062402	8.10783903273697e-10	1.31299299159558e-07
TSS2_15876802	-3.24489579556766	4.08092908565611	47.2154942519104	8.30422533613686e-10	1.33764285028847e-07
TSS5_3169616	1.75822020023845	6.8753165759246	46.8699200194581	9.31980112869615e-10	1.49328855862595e-07
TSS1_8432178	1.71390794087637	6.106351251189	46.7464378863123	9.71278695465239e-10	1.54806488077757e-07
TSS4_7406937	3.77940173155229	5.43650138603538	46.6533474233758	1.04387146510369e-09	1.65505547527409e-07
TSS3_21832376	1.6987227135607	8.03656858256565	46.4954440762283	1.05646888495291e-09	1.66630454390776e-07
TSS3_258879	-1.65599340825588	6.54808769381114	46.4514252856749	1.07217977583546e-09	1.68232228764897e-07
TSS5_14897420	1.81609452628851	7.00476273474663	46.2418986379088	1.15030562624468e-09	1.79560336492616e-07
TSS3_3155295	1.79394252444074	6.36455948293148	46.1309045376771	1.19402836384703e-09	1.85429543294254e-07
TSS3_763104	1.64511918815	8.42855299644574	46.1138378017995	1.20090058810738e-09	1.85545267906407e-07
TSS1_22155538	2.5635044907602	5.72679975872423	46.0002446665685	1.24768395032127e-09	1.91794990190756e-07
TSS5_23343429	3.04744013986611	3.59674446278891	45.9540431281031	1.26724180334614e-09	1.93817593589551e-07
TSS2_17774378	-3.42517897635109	3.64354718654323	45.8739249979126	1.30190400279552e-09	1.98118386515863e-07
TSS4_421995	-1.60960717945466	8.11885600025119	45.8436915461014	1.31523495626281e-09	1.98202764095902e-07
TSS5_15634422	2.69681119559397	4.40667830212492	45.842984209162	1.31554851181443e-09	1.98202764095902e-07
TSS1_23104647	1.92854260173205	6.94012994825863	45.7710603787215	1.34783432359679e-09	2.02061716938027e-07
TSS3_4739134	1.76222891222002	7.86017656406358	45.6957110103873	1.38252827139302e-09	2.06241889864999e-07
TSS1_19685794	-1.80713523496638	6.14027039798311	45.6625329949715	1.39809329051587e-09	2.07541466258294e-07
TSS4_8890729	-5.13739863976256	1.92058693700984	45.6388666673394	1.40930550471824e-09	2.08185359021378e-07
TSS5_26074185	-2.93176675411648	2.93063232850596	45.4006498156839	1.58863093224834e-09	2.33536458841148e-07
TSS2_5556534	1.97618847385149	4.52680989839084	45.2479445352343	1.60842079177327e-09	2.35303414672802e-07
TSS5_26394906	7.9645958624738	6.20530346909454	45.259532517539	1.666023055825e-09	2.42558539420907e-07
TSS5_5783722	1.66680828332874	5.77415254505097	44.8628493388194	1.83278573470746e-09	2.65133364047359e-07
TSS3_17910524	2.08546401203531	6.32324071596467	44.8535400935349	1.83858952052126e-09	2.65133364047359e-07
TSS4_7858183	-1.59839735057685	7.72206825001754	44.633134481024	1.98163408231415e-09	2.84406753150329e-07
TSS3_5095836	-1.70887990663126	5.98088221473165	44.5854659254451	2.0140408951927e-09	2.87694341646794e-07
TSS2_18559711	-3.08329492996838	2.75117088611594	44.7963003500171	2.10863339206288e-09	2.99792230102536e-07
TSS5_5092157	1.52007444582513	8.72663922558282	44.3632053389384	2.17245510277754e-09	3.07422700361739e-07
TSS5_17696518	-2.05133278859328	4.26804831788682	44.1832343060528	2.31003901407886e-09	3.25371681224885e-07
TSS4_14129533	-1.69155583707541	5.62948194030318	44.0534372097937	2.41477481246265e-09	3.38549192804659e-07
TSS1_18400092	1.92979853109439	5.41111610578993	43.9800261002401	2.47615072489737e-09	3.4555425070077e-07
TSS5_18926972	5.43864726840009	5.78216996443634	43.9498254149431	2.50186155369512e-09	3.47540703809859e-07
TSS3_3993790	1.62476578244536	8.16426965161063	43.9117260316699	2.53468696807167e-09	3.50492810292759e-07
TSS3_3760465	2.16676134732163	4.00527470736606	43.8920706958009	2.55179348554322e-09	3.51254373285025e-07
TSS2_13851067	3.61388757105213	4.19424166182836	43.838779692199	2.59877082420162e-09	3.56102157779627e-07
TSS5_7111309	2.7847902194936	5.2428046421894	43.7858459493898	2.64630967336216e-09	3.60982864137056e-07
TSS2_12615399	2.49102265108168	4.31285521211577	43.7281597638488	2.69913093416799e-09	3.66537139369548e-07
TSS4_17282730	1.55827750980496	7.02168801067716	43.714731942871	2.71158038049489e-09	3.66583877957709e-07
TSS1_4007397	1.51963784017309	10.0465353000789	43.6435227485098	2.77859014564812e-09	3.73973535025164e-07
TSS2_16792587	1.86000771595478	8.55233842572374	43.4950340485559	2.92382730178037e-09	3.91779921149624e-07
TSS5_1615322	2.88029685790372	3.19321545585079	43.4011925174186	3.01959846976657e-09	4.01986699836991e-07
TSS1_18360282	1.61319138676311	6.48913278467284	43.3945015101679	3.02654847811755e-09	4.01986699836991e-07
TSS5_3931641	-1.77137853701721	5.30859904410168	43.3465267537213	3.07686214738531e-09	4.06884787813404e-07
TSS2_17540966	-1.58521297182244	6.70167743247051	43.1780887329262	3.26039220884962e-09	4.292802489591e-07
TSS5_15859782	5.09882805106079	2.73123591496224	43.1073302648328	3.34079729035504e-09	4.3796261620702e-07
TSS3_18744069	1.52606082609586	7.27348397972767	43.0572126353362	3.39897278453609e-09	4.43668503595287e-07
TSS5_23454604	1.57110001023562	7.99680856990435	42.9543093789851	3.52169237644962e-09	4.57714207021562e-07
TSS3_6474912	1.61012975550482	8.66968680524683	42.8439222098323	3.65838673091256e-09	4.73448399026602e-07
TSS5_25181469	1.72233318989136	7.7849658522433	42.662872208613	3.89445222885213e-09	5.01854029133315e-07
TSS5_23584789	3.5089024733484	2.29529131886254	42.7070167779028	3.97548074740469e-09	5.0930171888515e-07
TSS2_16083691	1.48697116573864	8.42800189532048	42.5957495540732	3.98588341233631e-09	5.0930171888515e-07
TSS1_4416349	-1.9116182734922	4.30891802499099	42.5307099179265	4.07657331835585e-09	5.1870113361248e-07
TSS2_11120910	1.68469370908004	6.07729903875158	42.5125393850605	4.1022853683314e-09	5.19788735603263e-07
TSS5_24387519	4.39580649274307	1.95422099053145	42.5275564914442	4.38515069323742e-09	5.53314660180453e-07
TSS4_12316701	1.73688267077259	5.95939546956537	42.1055434922144	4.72381928575675e-09	5.935743544837e-07
TSS5_23934712	1.61424088647389	6.0623811964165	42.0104748488583	4.88240327010619e-09	6.10966191027379e-07
TSS4_9340842	2.24986201607098	4.32764295543957	42.0979790897882	4.90533004455439e-09	6.11309093577121e-07
TSS3_8923073	2.40045872562631	4.3849588563133	41.9664749927616	4.95763371400043e-09	6.15295171151947e-07
TSS5_7243083	2.18136905172785	6.47281258848688	41.8564413393446	5.15100465292422e-09	6.36685199610221e-07
TSS1_18269399	-1.73321060254095	6.50239536613249	41.827894894949	5.20242124264758e-09	6.4042651419145e-07
TSS2_7767725	1.97279436636146	6.10674303015278	41.7504087128443	5.3446501818415e-09	6.54877888915473e-07
TSS1_11827455	2.12861732480138	5.03277100145873	41.740530616551	5.36306562926518e-09	6.54877888915473e-07
TSS4_7521428	3.35257565891541	9.65645947690217	41.4097604131011	6.01871461517039e-09	7.3198688631006e-07
TSS5_15555160	1.64898885082241	5.3951508316075	41.372474720202	6.09759603896287e-09	7.3861400339165e-07
TSS1_18542124	-3.26064986033713	2.95629755344564	41.3510831137959	6.1433288640584e-09	7.41188956136576e-07
TSS2_18250826	1.78193349437042	6.05091177300389	41.33226021488	6.18386037848639e-09	7.43118427943267e-07
TSS1_3338060	-1.46423325877023	8.85549282305093	41.1967158180765	6.48392806251351e-09	7.76097998091291e-07
